County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level,AdvisoryLevelDescription,Contact_Organization,County,Landmark,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name,DetailStaticText,Bloom Longitude Corrected,Bloom_Latitude
Lake,Clear Lake," Lower Arm, UCD site (LA-03)",Last verified >90 days ago,8/15/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3251,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Valley Rancheria,Lake," Lower Arm, UCD site (LA-03)",2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.71700,38.98300
Lake,Clear Lake," Narrows, UCD site (NR-02)",Last verified >90 days ago,8/15/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3247,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Valley Rancheria,Lake," Narrows, UCD site (NR-02)",2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.74500,39.02800
Lake,Clear Lake,"Lower Arm, UCD site (LA-03)",Last verified >90 days ago,1/12/2023,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/27/2023 16:36,4043,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Valley Rancheria,Lake,"Lower Arm, UCD site (LA-03)",12/19/2022 0:00,City Department,Region 5 - Central Valley,,Clear Lake,Detail,-122.71700,38.98300
Lake,Clear Lake,"Oaks Arm, UCD site (OA-04)",Last verified >90 days ago,*,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",*,*,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Valley Rancheria,Lake,"Oaks Arm, UCD site (OA-04)",*,*,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.69900,39.01270
Lake,Clear Lake,"Upper Arm, UCD site (UA-01)",Last verified >90 days ago,8/15/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3248,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Valley Rancheria,Lake,"Upper Arm, UCD site (UA-01)",2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.78800,39.02400
Lake,Clear Lake,"Upper Arm, UCD site (UA-06)",Last verified >90 days ago,8/15/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3245,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Valley Rancheria,Lake,"Upper Arm, UCD site (UA-06)",2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.81700,39.06100
Lake,Clear Lake,"Upper Arm, UCD site (UA-08)",Last verified >90 days ago,8/15/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3244,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Valley Rancheria,Lake,"Upper Arm, UCD site (UA-08)",2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.84700,39.09400
Lake,Highland Creek,Highland Creek,Last verified >90 days ago,6/26/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",6/26/2023 9:18,4183,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Department of Fish and Wildlife,Lake,Highland Creek,6/14/2023 0:00,,Region 5 - Central Valley,,Highland Creek,Detail,-122.93287,38.93275
Lassen,Mountain meadows reservoir,Indian Ole Rd west of town,Last verified >90 days ago,9/1/2023,Advisory based on visual and toxins; Under investigation,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  This report is under investigation.,8/28/2023 11:13,4349,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Lassen,Indian Ole Rd west of town,8/27/2023 0:00,,Region 5 - Central Valley,Pacific Gas and Electric,Mountain meadows reservoir,Detail,-121.02450,40.28391
Lassen,Mountain meadows reservoir,West End (South Shore),Last verified >90 days ago,9/1/2023,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,9/1/2023 17:52,4375,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Lassen,West End (South Shore),8/29/2023 0:00,Pacific Gas and Electric,Region 5 - Central Valley,Pacific Gas and Electric,Mountain Meadows Reservoir,Detail,-120.99068,40.27469
Los Angeles,Arroyo Seco,Jet Propulsion Laboratory NASA,Last verified >90 days ago,6/30/2023,"No cyano, other algae present.",Water testing of samples indicated no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae are present that are not known to produce toxins.,6/28/2023 9:13,4202,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Los Angeles,Jet Propulsion Laboratory NASA,6/28/2023 0:00,,Region 4 - Los Angeles,,Arroyo Seco,Detail,0.00000,0.00000
Los Angeles,Hollenbeck Park,mid pond near Hwy 10,Last verified >90 days ago,11/3/2023,Under investigation,This report is under investigation.,9/29/2023 11:01,4394,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Los Angeles,mid pond near Hwy 10,9/21/2023 0:00,,Region 4 - Los Angeles,,Hollenbeck Park,Detail,-118.21818,34.04016
Los Angeles,Pacific Ocean,Manhattan Beach Pier,Last verified >90 days ago,8/31/2023,Marine bloom suspected (red tide),"Marine bloom or “red tide” are suspected in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. Until water monitoring results are provided to confirm presence of red tide in this area, we recommend people and pets avoid contact with the water during times of any water discoloration or dense blooms in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system.",8/28/2023 13:26,4351,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Los Angeles,Manhattan Beach Pier,8/28/2023 0:00,,Region 4 - Los Angeles,,Pacific Ocean,Detail,-118.41459,33.88325
Madera,Chowchilla River,at the Raymond Bridge,Last verified >90 days ago,1/1/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/10/2023 17:12,3945,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,US Army Corps of Engineers,Madera,at the Raymond Bridge,1/1/2023 0:00,,Region 5 - Central Valley,,Chowchilla River,Detail,-119.94558,37.25978
Marin,Richardson Bay,Sausalito Yacht Harbor,Last verified >90 days ago,7/31/2023,Marine bloom suspected (red tide),"Marine bloom or “red tide” are suspected in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. Until water monitoring results are provided to confirm presence of red tide in this area, we recommend people and pets avoid contact with the water during times of any water discoloration or dense blooms in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system.",7/30/2023 17:57,4297,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Marin,Sausalito Yacht Harbor,7/30/2023 0:00,,Region 2 - San Francisco Bay,,Richardson Bay,Detail,-122.48290,37.85929
Marin,Richardson Bay,Waldo Point Harbor at Issaquah dock,Last verified >90 days ago,5/24/2023,visual monitoring based advisory,Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.,5/19/2023 12:38,4113,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Marin,Waldo Point Harbor at Issaquah dock,5/19/2023 0:00,,Region 2 - San Francisco Bay,California Department of Water Resources,Richardson Bay,Detail,-122.50242,37.87297
Marin,"San Francisco Bay, Central",East side of Tiburon Peninsula,Last verified >90 days ago,8/1/2023,Marine bloom suspected (red tide),"Marine bloom or “red tide” are suspected in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. Until water monitoring results are provided to confirm presence of red tide in this area, we recommend people and pets avoid contact with the water during times of any water discoloration or dense blooms in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system.",8/1/2023 15:54,4307,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Baykeeper,Marin,East side of Tiburon Peninsula,8/29/2023 0:00,,Region 2 - San Francisco Bay,,"San Francisco Bay, Central",Detail,-122.45587,37.89623
Marin,San Geronimo Creek,Inkwells,Last verified >90 days ago,6/27/2023,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,5/18/2023 13:30,4106,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,RWQCB2,Marin,Inkwells,5/8/2023 0:00,,Region 2 - San Francisco Bay,,San Geronimo Creek,Detail,-122.70878,38.00495
Mendocino,Lake Mendocino,South Boat Ramp,Last verified >90 days ago,6/23/2023,No cyano bloom w/testing; Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/25/2022 8:00,3382,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,"Mike Thomas, FHAB",Mendocino,South Boat Ramp,5/17/2022 0:00,County Environmental Health Department,Region 1 - North Coast,United States Army Corps of Engineers,Lake Mendocino,Detail,-123.18091,39.20491
Modoc,Donovan Reservoir,CA Pines Lodge,Last verified >90 days ago,8/2/2023,Under investigation; Visual monitoring only-present bloom,This report is under investigation.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,7/21/2023 17:00,4283,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Hubbard,Modoc,CA Pines Lodge,7/17/2023 0:00,,Region 5 - Central Valley,,Donovan Reservoir,Detail,-120.69318,41.40966
Modoc,Emerson Creek,Emerson Creek ~0.9mi below North Fork,Last verified >90 days ago,8/25/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/25/2023 9:35,4343,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Modoc,Emerson Creek ~0.9mi below North Fork,8/16/2023 0:00,,Region 6 - Lahontan,,Emerson Creek,Detail,-120.13794,41.26426
Mono,Adobe Creek,Adobe Creek above North Canyon Cr.,Last verified >90 days ago,10/3/2023,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,10/3/2023 8:15,4395,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Mono,Adobe Creek above North Canyon Cr.,9/20/2023 0:00,,Region 6 - Lahontan,,Adobe Creek,Detail,-118.71525,37.89939
Mono,Koenig Lake Creek,Koenig Lake Creek ~0.5mi above Leavitt Cr.,Last verified >90 days ago,9/1/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",9/1/2023 10:28,4369,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Mono,Koenig Lake Creek ~0.5mi above Leavitt Cr.,8/23/2023 0:00,,Region 6 - Lahontan,,Koenig Lake Creek,Detail,-119.61002,38.28506
Mono,Virginia Creek,Virginia Creek,Last verified >90 days ago,9/27/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",10/11/2023 9:47,4403,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Mono,Virginia Creek,9/27/2023 0:00,,Region 6 - Lahontan,,Virginia Creek,Detail,-119.22584,38.06580
Monterey,Lake San Antonio,Lake San Antonio at Harris Creek Launch Dock,Last verified >90 days ago,4/28/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/27/2022 9:34,3426,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,Monterey,Lake San Antonio at Harris Creek Launch Dock,5/19/2022 0:00,,Region 3 - Central Coast,,Lake San Antonio,Detail,-120.93146,35.81264
Monterey,San Clemente Creek,San Clemente Creek ~0.5mi above Robinson Cyn. Rd.,Last verified >90 days ago,6/9/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/9/2023 9:49,4153,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Department of Fish and Wildlife,Monterey,San Clemente Creek ~0.5mi above Robinson Cyn. Rd.,5/31/2023 0:00,,Region 5 - Central Valley,,San Clemente Creek,Detail,-121.79847,36.43082
Monterey,Santa Lucia Creek,Santa Lucia Creek ~1mi above Arroyo Seco,Last verified >90 days ago,6/9/2023,No cyano bloom w/testing; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.",6/9/2023 10:17,4154,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Department of Fish and Wildlife,Monterey,Santa Lucia Creek ~1mi above Arroyo Seco,6/1/2023 0:00,,Region 3 - Central Coast,,Santa Lucia Creek,Detail,-121.48220,36.21960
Nevada,Little Truckee River,Below Hwy 89 (636PS0246),Last verified >90 days ago,9/8/2023,Bottom/benthic bloom observed,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",9/8/2023 9:18,4380,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Nevada,Below Hwy 89 (636PS0246),8/30/2023 0:00,,Region 6 - Lahontan,,Little Truckee River,Detail,-120.23025,39.47402
Nevada,Little Truckee River,Little Truckee River ~2.4mi below Worn Mill Cyn.,Last verified >90 days ago,9/25/2023,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,9/25/2023 14:49,4390,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Nevada,Little Truckee River ~2.4mi below Worn Mill Cyn.,9/14/2023 0:00,,Region 6 - Lahontan,,Little Truckee River,Detail,-120.10046,39.44129
Nevada,Prosser Creek,SF ~0.4mi above Crabtree Cyn. Cr. (635PS0242),Last verified >90 days ago,9/8/2023,,,9/8/2023 9:25,4381,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Nevada,SF ~0.4mi above Crabtree Cyn. Cr. (635PS0242),8/30/2023 0:00,,Region 6 - Lahontan,,Prosser Creek,Detail,-120.26524,39.37588
Nevada,Prosser Creek Reservoir,Marina,Last verified >90 days ago,10/19/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/30/2023 11:50,4215,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Nevada,Marina,6/19/2023 0:00,,Region 6 - Lahontan,,Prosser Creek Reservoir,Detail,-120.15726,39.38020
Nevada,South Fork Yuba River,South Fork Yuba River (USFS),Last verified >90 days ago,9/25/2023,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,9/25/2023 14:52,4391,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Nevada,South Fork Yuba River (USFS),9/25/2023 0:00,,Region 5 - Central Valley,,South Fork Yuba River,Detail,-120.78846,39.35980
Orange,San Juan Creek,"Outfall to Ocean, interface of San Juan Creek, between Lifeguard Towers 9 and 10",Last verified >90 days ago,11/20/2023,No cyano bloom w/photos,Visual observations of suspicious algae reported - Water Boards staff determined that no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae were present.,11/3/2023 8:19,4415,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Orange County Healthcare Agency - Environmental Health Division,Orange,"Outfall to Ocean, interface of San Juan Creek, between Lifeguard Towers 9 and 10",11/3/2023 0:00,City Department,Region 9 - San Diego,,San Juan Creek,Detail,-117.68333,33.46218
Orange,Veeh Reservoir,Moulton Park and Ridge Route Drive,Last verified >90 days ago,11/3/2023,Under investigation,This report is under investigation.,11/2/2023 16:09,4414,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,City of Laguna Hills,Orange,Moulton Park and Ridge Route Drive,11/1/2023 0:00,,Region 8 - Santa Ana,Local Municipal Water District; Other,Veeh Reservoir,Detail,-117.72944,33.62185
Placer,Lake Tahoe,Star Harbor,Last verified >90 days ago,4/11/2023,Under investigation,This report is under investigation.,3/30/2023 10:51,4077,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Placer,Star Harbor,3/29/2023 0:00,,Region 6 - Lahontan,,Lake Tahoe,Detail,-120.12329,39.18136
Plumas,Round Valley Reservoir,Near the dam/spillway,Last verified >90 days ago,11/22/2023,Floating/planktonic bloom observed,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.",11/6/2023 18:13,4416,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,"Mt. Hough Ranger District, Plumas National Forest",Plumas,Near the dam/spillway,11/1/2023 0:00,,Region 5 - Central Valley,Public entity,Round Valley Reservoir,Detail,-120.96250,40.11334
Riverside,Canyon Lake California,Causeway between backwater and Canyon Lake,Last verified >90 days ago,8/1/2023,Under investigation; Visual monitoring only-present bloom,This report is under investigation.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,7/28/2023 14:15,4292,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Riverside,Causeway between backwater and Canyon Lake,7/21/2023 0:00,,Region 8 - Santa Ana,,Canyon Lake California,Detail,-117.26816,33.68284
Riverside,Lake Elsinore,In open water near TMDL LE02,Last verified >90 days ago,11/14/2023,Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/10/2023 15:50,3927,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Regional Water Quality Control Board,Riverside,In open water near TMDL LE02,5/12/2022 0:00,City Department,Region 8 - Santa Ana,City Department,Lake Elsinore,Detail,-117.35550,33.66243
Riverside,Lake Elsinore,Launch Pointe NE dock end,Last verified >90 days ago,9/8/2023,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/10/2023 15:48,3925,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Regional Water Quality Control Board,Riverside,Launch Pointe NE dock end,5/13/2022 0:00,City Department,Region 8 - Santa Ana,City Department,Lake Elsinore,Detail,-117.36935,33.67231
Riverside,Lake Evans,Fairmount park,Last verified >90 days ago,1/4/2023,Under investigation,This report is under investigation.,1/4/2023 10:51,3869,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Santa Ana Regional Water Quality Control Board,Riverside,Fairmount park,1/1/2023 0:00,,Region 8 - Santa Ana,,Lake Evans,Detail,-117.37623,33.99615
Riverside,Lake Hemet,North east shore,Last verified >90 days ago,5/24/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/10/2023 13:03,3907,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Regional Water Quality Control Board,Riverside,North east shore,5/17/2022 0:00,,Region 8 - Santa Ana,,Lake Hemet,Detail,-116.69849,33.66924
Riverside,Lake Perris,Lake Perris mid lake,Last verified >90 days ago,2/27/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/17/2023 16:17,3974,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Department of Water Resources,Riverside,Lake Perris mid lake,1/4/2023 0:00,,Region 8 - Santa Ana,,Lake Perris,Detail,-117.17459,33.85694
Riverside,Murrieta Creek,near UGSG gauging station,Last verified >90 days ago,10/16/2023,Rec algal mat general awareness,Water Boards recommends posting of “algal mats general awareness sign” for HABs at this site and nearby access points.,8/25/2023 14:49,4346,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,San Diego Water Board,Riverside,near UGSG gauging station,8/17/2023 0:00,,Region 9 - San Diego,County Water Resources Department,Murrieta Creek,Detail,-117.14363,33.47956
Riverside,Mystic Lake,near wildlife area,Last verified >90 days ago,9/15/2023,Under investigation,This report is under investigation.,9/8/2023 12:45,4383,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Riverside,near wildlife area,9/8/2023 0:00,,Region 8 - Santa Ana,,Mystic Lake,Detail,-117.08836,33.87903
Riverside,Sheffield Park,Sheffield Park south end flooded creek,Last verified >90 days ago,5/11/2023,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,5/5/2023 9:51,4089,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Riverside,Sheffield Park south end flooded creek,5/1/2023 0:00,,Region 9 - San Diego,,Sheffield Park,Detail,-117.10307,33.59495
Riverside,Temecula Creek,near I-15,Last verified >90 days ago,10/16/2023,Rec algal mat general awareness,Water Boards recommends posting of “algal mats general awareness sign” for HABs at this site and nearby access points.,8/25/2023 14:39,4345,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,San Diego Water Board,Riverside,near I-15,8/17/2023 0:00,,Region 9 - San Diego,,Temecula Creek,Detail,-117.13800,33.47469
Sacramento,McKinley Park,"601 Alhambra Blvd, Sacramento (H St & Alhambra Blvd)",Last verified >90 days ago,7/14/2023,"Suspected bloom, investigation ongoing","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.",7/13/2023 14:09,4270,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Sacramento,"601 Alhambra Blvd, Sacramento (H St & Alhambra Blvd)",7/13/2023 0:00,,Region 5 - Central Valley,,McKinley Park,Detail,-121.46277,38.57590
Sacramento,Mokelumne River,near Highway 12 (MOK),Last verified >90 days ago,11/6/2023,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",1/30/2023 17:12,4052,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Sacramento,near Highway 12 (MOK),1/17/2023 0:00,,Region 5 - Central Valley,,Mokelumne River,Detail,-121.57110,38.10610
Sacramento,Pocket Canal,"Rambleoak Circle, City of Sacramento",Last verified >90 days ago,8/31/2023,Floating/planktonic bloom observed,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.",8/30/2023 11:34,4361,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,City of Sacramento,Sacramento,"Rambleoak Circle, City of Sacramento",8/23/2023 0:00,,Region 5 - Central Valley,,Pocket Canal,Detail,-121.52441,38.49216
Sacramento,Pocket Canal,St. Anthony's Church,Last verified >90 days ago,8/31/2023,Floating/planktonic bloom observed,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.",8/30/2023 11:28,4360,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,City of Sacramento,Sacramento,St. Anthony's Church,8/23/2023 0:00,,Region 5 - Central Valley,,Pocket Canal,Detail,-121.53484,38.49823
Sacramento,Three Mile Slough,near San Joaquin River,Last verified >90 days ago,11/6/2023,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",1/30/2023 16:22,4048,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Sacramento,near San Joaquin River,1/17/2023 0:00,,Region 5 - Central Valley,,Three Mile Slough,Detail,-121.68610,38.10330
