County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level,AdvisoryLevelDescription,Contact_Organization,County,Landmark,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name,DetailStaticText,Bloom Longitude Corrected,Bloom_Latitude
Imperial,Salton Sea,Causeway,Last verified >90 days ago,8/6/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/6/2024 11:26,4646,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CDFW,Imperial,Causeway,7/30/2024 0:00,,Region 7 - Colorado River,,Salton Sea,Detail,-115.67142,33.14933
Imperial,Salton Sea,Causeway east of New River outlet,Last verified >30 days ago,8/26/2024,,,8/26/2024 17:24,4679,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Ca Water Boards,Imperial,Causeway east of New River outlet,8/13/2024 0:00,,Region 7 - Colorado River,,Salton Sea,Detail,-115.66755,33.14089
Imperial,Salton Sea,USGS2,Last verified >90 days ago,4/30/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",4/30/2024 14:40,4455,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Imperial,USGS2,4/24/2024 0:00,,Region 7 - Colorado River,,Salton Sea,Detail,-115.74902,33.23106
Imperial,Salton Sea,USGS3,Last verified >90 days ago,4/30/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",4/30/2024 14:42,4456,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Imperial,USGS3,4/23/2024 0:00,,Region 7 - Colorado River,,Salton Sea,Detail,-115.63340,33.23404
Imperial,Weist Lake,Southeast corner,Last verified >30 days ago,8/21/2024,Advisory based on visual and toxins; Alert-high concentration toxins; Lake-wide advisory; No cyano bloom w/testing,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,5/31/2023 16:37,4147,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Imperial County Division of Environmental Health,Imperial,Southeast corner,5/30/2023 0:00,,Region 7 - Colorado River,,Weist Lake,Detail,-115.48760,33.04127
Imperial,Wiest Lake,Rutherford Rd,Last verified >90 days ago,2/29/2024,Advisory based on visual and toxins; Lake-wide advisory,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,2/21/2024 7:51,4433,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Imperial County Public Health Environmental health division,Imperial,Rutherford Rd,2/12/2024 0:00,,Region 7 - Colorado River,,Wiest Lake,Detail,-115.48736,33.04116
Inyo,Diaz Lake,Beach Area Near Dock,Last verified >30 days ago,9/25/2024,Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/30/2023 12:02,4219,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Inyo,Beach Area Near Dock,6/19/2023 0:00,,Region 6 - Lahontan,,Diaz Lake,Detail,-118.05251,36.56095
Inyo,Diaz Lake,Tent Area,Last verified >30 days ago,9/25/2024,Lake-wide advisory; Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",6/30/2023 12:00,4218,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Inyo,Tent Area,6/19/2023 0:00,,Region 6 - Lahontan,,Diaz Lake,Detail,-118.05759,36.56095
Inyo,Millpond,Southeast Beach Area,Last verified >30 days ago,8/28/2024,Advisory based on visual and toxins; Testing results below posting triggers; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",6/30/2023 12:06,4220,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Inyo,Southeast Beach Area,6/20/2023 0:00,,Region 6 - Lahontan,,Millpond,Detail,-118.49203,37.37903
Inyo,Pleasant Valley Reservoir,Pleasant Valley Dam,Last verified >30 days ago,8/28/2024,visual monitoring based advisory,Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.,6/20/2022 17:19,3483,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Inyo County Environmental Health,Inyo,Pleasant Valley Dam,6/20/2022 0:00,,Region 6 - Lahontan,,Pleasant Valley Reservoir,Detail,-118.52407,37.41516
Inyo,Tinemaha Reservoir,"Big Pine, CA",Last verified >30 days ago,8/16/2024,Visual monitoring only-present bloom,Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,7/22/2024 14:21,4616,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Inyo County Environmental Health Dept.,Inyo,"Big Pine, CA",7/21/2024 0:00,,Region 6 - Lahontan,,Tinemaha Reservoir,Detail,-118.22204,37.05310
Kern,Lake Evans,East Boat Ramp (East),None,11/13/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/18/2022 14:33,3303,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Environmental Health,Kern,East Boat Ramp (East),5/2/2022 0:00,,Region 5 - Central Valley,,Lake Evans,Detail,-119.29105,35.23387
Kern,Lake Evans,West Boat Ramp (West),None,11/13/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/18/2022 14:32,3302,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Environmental Health,Kern,West Boat Ramp (West),5/2/2022 0:00,,Region 5 - Central Valley,,Lake Evans,Detail,-119.30170,35.23649
Kern,Lake Isabella,Auxiliary Dam Boat Launch (17),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",2/9/2022 0:00,3198,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Auxiliary Dam Boat Launch (17),2/2/2022 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.46706,35.64401
Kern,Lake Isabella,Boulder Gulch Campground (4),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",6/28/2023 15:40,4208,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Boulder Gulch Campground (4),6/5/2023 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.46534,35.67081
Kern,Lake Isabella,Camp 9 North (7),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",3/16/2023 13:38,4071,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Camp 9 North (7),3/8/2023 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.43545,35.69834
Kern,Lake Isabella,Camp Nine South (8),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",4/15/2022 0:00,3252,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Camp Nine South (8),4/11/2022 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.44128,35.68579
Kern,Lake Isabella,French Gulch Campground E (3),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",2/9/2022 0:00,3195,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,French Gulch Campground E (3),2/2/2022 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.47789,35.65559
Kern,Lake Isabella,French Gulch Campground W (2),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",2/9/2022 0:00,3194,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,French Gulch Campground W (2),2/2/2022 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.47945,35.65509
Kern,Lake Isabella,French Gulch Marina (1),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",2/9/2022 0:00,3193,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,French Gulch Marina (1),2/2/2022 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.48391,35.65063
Kern,Lake Isabella,Hanning Flat (10),Last verified >90 days ago,7/1/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/28/2023 16:07,4210,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Hanning Flat (10),6/5/2023 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.37093,35.67444
Kern,Lake Isabella,Kissack Bay (13),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",3/16/2023 13:39,4072,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Kissack Bay (13),3/8/2023 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.40316,35.65060
Kern,Lake Isabella,Old Isabella Road (16),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",2/9/2022 0:00,3197,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Old Isabella Road (16),2/2/2022 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.45982,35.65204
Kern,Lake Isabella,Paradise Cove (14),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",4/15/2022 0:00,3253,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Paradise Cove (14),4/11/2022 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.42599,35.65237
Kern,Lake Isabella,Patterson Lane (12),Last verified >90 days ago,7/1/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",6/28/2023 16:10,4212,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Patterson Lane (12),6/5/2023 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.37573,35.65491
Kern,Lake Isabella,South Fork Marina (15),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",2/9/2022 0:00,3196,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,South Fork Marina (15),2/2/2022 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.43819,35.66013
Kern,Lake Isabella,South Fork Wildlife Area (11),Last verified >90 days ago,12/11/2023,"Dry site, no sampling.; Updates from routine monitoring program-organization","No water sampling or testing was conducted by a routine water monitoring program since the site was dry when visited.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/28/2023 16:09,4211,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,South Fork Wildlife Area (11),6/21/2023 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.34140,35.67193
Kern,Lake Isabella,Stine Cove (9),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",2/1/2023 11:22,4054,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Stine Cove (9),1/24/2023 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.40997,35.67692
Kern,Lake Isabella,Tillie Creek boat launch (5),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",2/1/2023 11:21,4053,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Tillie Creek boat launch (5),1/24/2023 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.45187,35.69829
Kern,Lake Isabella,Tillie Creek Campground (6),None,11/5/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",6/28/2023 16:04,4209,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Public Health (https://kernpublichealth.com/cyanobacteria-blooms-blue-green-algae/),Kern,Tillie Creek Campground (6),6/5/2023 0:00,County Environmental Health Department,Region 5 - Central Valley,County Environmental Health Department,Lake Isabella,Detail,-118.45195,35.69842
Kern,Lake Webb,Buena Vista Aquatic Recreational Area (Central),None,11/13/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/18/2022 14:53,3306,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Environmental Health,Kern,Buena Vista Aquatic Recreational Area (Central),5/2/2022 0:00,,Region 5 - Central Valley,,Lake Webb,Detail,-119.26671,35.22933
Kern,Lake Webb,East Boat Ramp (East),None,11/13/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/18/2022 14:51,3305,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Environmental Health,Kern,East Boat Ramp (East),5/2/2022 0:00,,Region 5 - Central Valley,,Lake Webb,Detail,-119.25753,35.22905
Kern,Lake Webb,West Boat Ramp (West),None,11/13/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/18/2022 14:50,3304,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Kern County Environmental Health,Kern,West Boat Ramp (West),5/2/2022 0:00,,Region 5 - Central Valley,,Lake Webb,Detail,-119.27486,35.23151
Kings,Lake Isabella,south fork campground,Last verified >90 days ago,7/17/2024,Under investigation,This report is under investigation.,7/16/2024 11:58,4611,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Kings,south fork campground,7/14/2024 0:00,,Region 5 - Central Valley,,Lake Isabella,Detail,-118.43549,35.65870
Lake,Bear Creek,Bear Creek ~1.5mi above Rice Fork Creek,Last verified >90 days ago,6/11/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,6/11/2024 15:59,4523,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Lake,Bear Creek ~1.5mi above Rice Fork Creek,6/4/2024 0:00,,Region 1 - North Coast,,Bear Creek,Detail,-122.84841,39.32050
Lake,Cache Creek,Highlands harbor south of Clear Lake,Last verified >90 days ago,7/11/2024,"Suspected bloom, investigation ongoing; Suspected illness reported","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.  Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",7/9/2024 18:29,4574,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,None,Lake,Highlands harbor south of Clear Lake,7/8/2024 0:00,,Region 5 - Central Valley,,Cache Creek,Detail,-122.62690,38.93088
Lake,Clear Lake, Lily Cove (LC01),Caution,10/23/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/14/2022 17:18,3471,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Band of Pomo Indians,Lake, Lily Cove (LC01),6/6/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.68986,38.98103
Lake,Clear Lake, Rodman Slough (RODS),Caution,10/17/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/19/2022 14:25,3322,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake, Rodman Slough (RODS),5/10/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.88643,39.11814
Lake,Clear Lake, Soda Bay Cove (CLV7),None,10/23/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/19/2022 14:24,3321,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Big Valley Rancheria,Lake, Soda Bay Cove (CLV7),5/10/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.79816,39.00313
Lake,Clear Lake,Austin Park (AP01),Caution,10/23/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3234,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Austin Park (AP01),2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.65027,38.95983
Lake,Clear Lake,Buckingham Park (BP),None,10/23/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",4/15/2022 0:00,3236,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Big Valley Rancheria,Lake,Buckingham Park (BP),2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.75073,39.00096
Lake,Clear Lake,Cache Creek Shady Acres (SHADY01),Caution,10/23/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/19/2022 14:20,3316,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Cache Creek Shady Acres (SHADY01),5/10/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.61659,38.92547
Lake,Clear Lake,Clearlake Keys (KEYS03),Caution,10/23/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/19/2022 14:24,3320,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Clearlake Keys (KEYS03),5/10/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.67175,39.02391
Lake,Clear Lake,Clearlake Oaks near Water Intake (CLOAKS01),Caution,10/17/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3238,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Clearlake Oaks near Water Intake (CLOAKS01),2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.67514,39.01929
Lake,Clear Lake,County Park (CP),Caution,10/17/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/19/2022 14:23,3319,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,County Park (CP),5/10/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.84863,39.02870
Lake,Clear Lake,Elem Indian Colony (ELEM01),None,10/23/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",4/15/2022 0:00,3239,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Big Valley Rancheria,Lake,Elem Indian Colony (ELEM01),2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.67383,39.00940
